fullyQualifiedClassName,baselineFlag,sonarFlag,jdeodorantFlag,wmc,tcc,atfd,cbo,loc,godClass,usedCboFallback,methodCount,fieldCount,dependencyTypeCount,reasons
org.jfree.data.xy.DefaultIntervalXYDataset,true,false,false,,,,,,false,false,33,55,20,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.DefaultOHLCDataset,true,false,false,,,,,,false,false,25,30,16,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.DefaultTableXYDataset,true,false,false,,,,,,false,false,68,38,36,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.DefaultWindDataset,true,false,false,,,,,,false,false,20,29,29,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.IntervalXYDelegate,true,false,false,,,,,,false,false,38,50,35,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.MatrixSeries,true,false,false,,,,,,false,false,20,12,15,DEPENDENCY_TYPES>5
org.jfree.data.xy.MatrixSeriesCollection,true,false,false,,,,,,false,false,24,12,26,DEPENDENCY_TYPES>5
org.jfree.data.xy.NormalizedMatrixSeries,true,false,false,,,,,,false,false,6,8,12,DEPENDENCY_TYPES>5
org.jfree.data.xy.OHLCDataItem,true,false,false,,,,,,false,false,10,17,12,DEPENDENCY_TYPES>5
org.jfree.data.xy.Vector,true,false,false,,,,,,false,false,9,14,7,DEPENDENCY_TYPES>5
org.jfree.data.xy.VectorDataItem,true,false,false,,,,,,false,false,7,4,7,DEPENDENCY_TYPES>5
org.jfree.data.xy.VectorSeries,true,false,false,,,,,,false,false,11,6,12,DEPENDENCY_TYPES>5
org.jfree.data.xy.VectorSeriesCollection,true,false,false,,,,,,false,false,24,18,23,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.WindDataset,true,false,false,,,,,,false,false,2,0,6,DEPENDENCY_TYPES>5
org.jfree.data.xy.XIntervalDataItem,true,false,false,,,,,,false,false,7,3,7,DEPENDENCY_TYPES>5
org.jfree.data.xy.XIntervalSeries,true,false,false,,,,,,false,false,9,4,13,DEPENDENCY_TYPES>5
org.jfree.data.xy.XIntervalSeriesCollection,true,false,false,,,,,,false,false,28,18,28,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.XYCoordinate,true,false,false,,,,,,false,false,15,15,10,DEPENDENCY_TYPES>5
org.jfree.data.xy.XYDataItem,true,false,false,,,,,,false,false,16,25,16,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.XYDatasetTableModel,true,false,false,,,,,,false,false,18,3,41,DEPENDENCY_TYPES>5
org.jfree.data.xy.XYIntervalDataItem,true,false,false,,,,,,false,false,11,5,7,DEPENDENCY_TYPES>5
org.jfree.data.xy.XYIntervalSeries,true,false,false,,,,,,false,false,11,6,13,DEPENDENCY_TYPES>5
org.jfree.data.xy.XYIntervalSeriesCollection,true,false,false,,,,,,false,false,32,14,24,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.XYSeries,true,false,false,,,,,,false,false,103,82,46,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.XYSeriesCollection,true,false,false,,,,,,false,false,72,71,57,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.xy.YIntervalDataItem,true,false,false,,,,,,false,false,7,3,6,DEPENDENCY_TYPES>5
org.jfree.data.xy.YIntervalSeries,true,false,false,,,,,,false,false,9,4,13,DEPENDENCY_TYPES>5
org.jfree.data.xy.YIntervalSeriesCollection,true,false,false,,,,,,false,false,26,14,22,DEPENDENCY_TYPES>5
org.jfree.data.xy.also,true,false,false,,,,,,false,false,0,0,7,DEPENDENCY_TYPES>5
org.jfree.data.xy.are,true,false,false,,,,,,false,false,11,17,11,DEPENDENCY_TYPES>5
org.jfree.data.xy.by,true,false,false,,,,,,false,false,9,10,7,DEPENDENCY_TYPES>5
org.jfree.data.xy.that,true,false,false,,,,,,false,false,29,37,7,DEPENDENCY_TYPES>5
org.jfree.data.xy.through,true,false,false,,,,,,false,false,6,0,7,DEPENDENCY_TYPES>5
